"Comunidad Autónoma","Universidad","Curso","Sexo","Forma de admisión","Rama de enseñanza","Nota media"
"Andalucía","Granada","2022-2023","Mujeres","PAU","Ciencias de la Salud","12.18"
"Andalucía","Granada","2021-2022","Mujeres","PAU","Ciencias de la Salud","12.08"
"Andalucía","Granada","2020-2021","Mujeres","PAU","Ciencias de la Salud","11.75"
"Andalucía","Granada","2019-2020","Mujeres","PAU","Ciencias de la Salud","10.85"
"Andalucía","Granada","2018-2019","Mujeres","PAU","Ciencias de la Salud","10.61"
"Andalucía","Granada","2017-2018","Mujeres","PAU","Ciencias de la Salud","10.68"
"Andalucía","Granada","2016-2017","Mujeres","PAU","Ciencias de la Salud","10.58"
"Andalucía","Granada","2015-2016","Mujeres","PAU","Ciencias de la Salud","10.4"
"Andalucía","Granada","2022-2023","Hombres","PAU","Ciencias","11.41"
"Andalucía","Granada","2021-2022","Hombres","PAU","Ciencias","11.62"
"Andalucía","Granada","2020-2021","Hombres","PAU","Ciencias","11.1"
"Andalucía","Granada","2019-2020","Hombres","PAU","Ciencias","10.74"
"Andalucía","Granada","2018-2019","Hombres","PAU","Ciencias","10.55"
"Andalucía","Granada","2017-2018","Hombres","PAU","Ciencias","10.46"
"Andalucía","Granada","2016-2017","Hombres","PAU","Ciencias","9.93"
"Andalucía","Granada","2015-2016","Hombres","PAU","Ciencias","9.41"
"Andalucía","Granada","2022-2023","Mujeres","PAU","Ciencias","11.52"
"Andalucía","Granada","2021-2022","Mujeres","PAU","Ciencias","11.3"
"Andalucía","Granada","2020-2021","Mujeres","PAU","Ciencias","11.09"
"Andalucía","Granada","2019-2020","Mujeres","PAU","Ciencias","10.47"
"Andalucía","Granada","2018-2019","Mujeres","PAU","Ciencias","10.33"
"Andalucía","Granada","2017-2018","Mujeres","PAU","Ciencias","10.19"
"Andalucía","Granada","2016-2017","Mujeres","PAU","Ciencias","9.85"
"Andalucía","Granada","2015-2016","Mujeres","PAU","Ciencias","9.72"
"Andalucía","Granada","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","9.22"
"Andalucía","Granada","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","8.95"
"Andalucía","Granada","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","8.88"
"Andalucía","Granada","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","8.55"
"Andalucía","Granada","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","8.77"
"Andalucía","Granada","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","8.43"
"Andalucía","Granada","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","8.58"
"Andalucía","Granada","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","8.3"
"Andalucía","Granada","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","8.57"
"Andalucía","Granada","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","8.56"
"Andalucía","Granada","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","8.36"
"Andalucía","Granada","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","8.14"
"Andalucía","Granada","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","8.31"
"Andalucía","Granada","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","8.05"
"Andalucía","Granada","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","7.98"
"Andalucía","Granada","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","7.84"
"Andalucía","Granada","2022-2023","Hombres","FP","Ingeniería y Arquitectura","8.55"
"Andalucía","Granada","2021-2022","Hombres","FP","Ingeniería y Arquitectura","8.08"
"Andalucía","Granada","2020-2021","Hombres","FP","Ingeniería y Arquitectura","8.02"
"Andalucía","Granada","2019-2020","Hombres","FP","Ingeniería y Arquitectura","7.98"
"Andalucía","Granada","2018-2019","Hombres","FP","Ingeniería y Arquitectura","7.74"
"Andalucía","Granada","2017-2018","Hombres","FP","Ingeniería y Arquitectura","7.43"
"Andalucía","Granada","2016-2017","Hombres","FP","Ingeniería y Arquitectura","7.6"
"Andalucía","Granada","2015-2016","Hombres","FP","Ingeniería y Arquitectura","7.5"
"Andalucía","Granada","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2015-2016","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Granada","2022-2023","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2018-2019","Hombres","FP","Artes y Humanidades","7.73"
"Andalucía","Granada","2017-2018","Hombres","FP","Artes y Humanidades","7.7"
"Andalucía","Granada","2016-2017","Hombres","FP","Artes y Humanidades","7.71"
"Andalucía","Granada","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2021-2022","Mujeres","FP","Artes y Humanidades","8.29"
"Andalucía","Granada","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2018-2019","Mujeres","FP","Artes y Humanidades","7.99"
"Andalucía","Granada","2017-2018","Mujeres","FP","Artes y Humanidades","8.07"
"Andalucía","Granada","2016-2017","Mujeres","FP","Artes y Humanidades","8.2"
"Andalucía","Granada","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Granada","2022-2023","Hombres","FP","Ciencias de la Salud","12.06"
"Andalucía","Granada","2021-2022","Hombres","FP","Ciencias de la Salud","12.03"
"Andalucía","Granada","2020-2021","Hombres","FP","Ciencias de la Salud","11.72"
"Andalucía","Granada","2019-2020","Hombres","FP","Ciencias de la Salud","10.37"
"Andalucía","Granada","2018-2019","Hombres","FP","Ciencias de la Salud","10.23"
"Andalucía","Granada","2017-2018","Hombres","FP","Ciencias de la Salud","10.05"
"Andalucía","Granada","2016-2017","Hombres","FP","Ciencias de la Salud","9.81"
"Andalucía","Granada","2015-2016","Hombres","FP","Ciencias de la Salud","9.79"
"Andalucía","Granada","2022-2023","Mujeres","FP","Ciencias de la Salud","11.99"
"Andalucía","Granada","2021-2022","Mujeres","FP","Ciencias de la Salud","11.84"
"Andalucía","Granada","2020-2021","Mujeres","FP","Ciencias de la Salud","11.59"
"Andalucía","Granada","2019-2020","Mujeres","FP","Ciencias de la Salud","10.37"
"Andalucía","Granada","2018-2019","Mujeres","FP","Ciencias de la Salud","10.05"
"Andalucía","Granada","2017-2018","Mujeres","FP","Ciencias de la Salud","10.06"
"Andalucía","Granada","2016-2017","Mujeres","FP","Ciencias de la Salud","10.1"
"Andalucía","Granada","2015-2016","Mujeres","FP","Ciencias de la Salud","9.66"
"Andalucía","Granada","2022-2023","Hombres","FP","Ciencias",NA
"Andalucía","Granada","2021-2022","Hombres","FP","Ciencias",NA
"Andalucía","Granada","2020-2021","Hombres","FP","Ciencias",NA
"Andalucía","Granada","2019-2020","Hombres","FP","Ciencias","8.42"
"Andalucía","Granada","2018-2019","Hombres","FP","Ciencias",NA
"Andalucía","Granada","2017-2018","Hombres","FP","Ciencias","8.24"
"Andalucía","Granada","2016-2017","Hombres","FP","Ciencias","8.51"
"Andalucía","Granada","2015-2016","Hombres","FP","Ciencias",NA
"Andalucía","Granada","2022-2023","Mujeres","FP","Ciencias","9.68"
"Andalucía","Granada","2021-2022","Mujeres","FP","Ciencias","9.88"
"Andalucía","Granada","2020-2021","Mujeres","FP","Ciencias","9.47"
"Andalucía","Granada","2019-2020","Mujeres","FP","Ciencias","9.13"
"Andalucía","Granada","2018-2019","Mujeres","FP","Ciencias","8.53"
"Andalucía","Granada","2017-2018","Mujeres","FP","Ciencias","8.37"
"Andalucía","Granada","2016-2017","Mujeres","FP","Ciencias","8.26"
"Andalucía","Granada","2015-2016","Mujeres","FP","Ciencias","8.28"
"Andalucía","Huelva","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","9.16"
"Andalucía","Huelva","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","8.97"
"Andalucía","Huelva","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","8.41"
"Andalucía","Huelva","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","7.95"
"Andalucía","Huelva","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","8.16"
"Andalucía","Huelva","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","8.04"
"Andalucía","Huelva","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","7.29"
"Andalucía","Huelva","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","7.18"
"Andalucía","Huelva","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.3"
"Andalucía","Huelva","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.21"
"Andalucía","Huelva","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.54"
"Andalucía","Huelva","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.11"
"Andalucía","Huelva","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.02"
"Andalucía","Huelva","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.96"
"Andalucía","Huelva","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.23"
"Andalucía","Huelva","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.15"
"Andalucía","Huelva","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","8.38"
"Andalucía","Huelva","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","8.34"
"Andalucía","Huelva","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","7.7"
"Andalucía","Huelva","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","7.81"
"Andalucía","Huelva","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","7.63"
"Andalucía","Huelva","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","7.63"
"Andalucía","Huelva","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","7.17"
"Andalucía","Huelva","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","7.42"
"Andalucía","Huelva","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","8.81"
"Andalucía","Huelva","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","8.34"
"Andalucía","Huelva","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","7.55"
"Andalucía","Huelva","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","8.31"
"Andalucía","Huelva","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","7.41"
"Andalucía","Huelva","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","7.66"
"Andalucía","Huelva","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","7.13"
"Andalucía","Huelva","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","7.3"
"Andalucía","Huelva","2022-2023","Hombres","PAU","Artes y Humanidades","8.29"
"Andalucía","Huelva","2021-2022","Hombres","PAU","Artes y Humanidades","7.96"
"Andalucía","Huelva","2020-2021","Hombres","PAU","Artes y Humanidades","7.86"
"Andalucía","Huelva","2019-2020","Hombres","PAU","Artes y Humanidades","7.96"
"Andalucía","Huelva","2018-2019","Hombres","PAU","Artes y Humanidades","7.73"
"Andalucía","Huelva","2017-2018","Hombres","PAU","Artes y Humanidades","7.27"
"Andalucía","Huelva","2016-2017","Hombres","PAU","Artes y Humanidades","7.19"
"Andalucía","Huelva","2015-2016","Hombres","PAU","Artes y Humanidades","7.37"
"Andalucía","Huelva","2022-2023","Mujeres","PAU","Artes y Humanidades","9.18"
"Andalucía","Huelva","2021-2022","Mujeres","PAU","Artes y Humanidades","8.82"
"Andalucía","Huelva","2020-2021","Mujeres","PAU","Artes y Humanidades","9.06"
"Andalucía","Huelva","2019-2020","Mujeres","PAU","Artes y Humanidades","8.12"
"Andalucía","Huelva","2018-2019","Mujeres","PAU","Artes y Humanidades","8.62"
"Andalucía","Huelva","2017-2018","Mujeres","PAU","Artes y Humanidades","8.17"
"Andalucía","Huelva","2016-2017","Mujeres","PAU","Artes y Humanidades","7.59"
"Andalucía","Huelva","2015-2016","Mujeres","PAU","Artes y Humanidades","7.65"
"Andalucía","Huelva","2022-2023","Hombres","PAU","Ciencias de la Salud","10.88"
"Andalucía","Huelva","2021-2022","Hombres","PAU","Ciencias de la Salud","11.36"
"Andalucía","Huelva","2020-2021","Hombres","PAU","Ciencias de la Salud","10.09"
"Andalucía","Huelva","2019-2020","Hombres","PAU","Ciencias de la Salud","9.55"
"Andalucía","Huelva","2018-2019","Hombres","PAU","Ciencias de la Salud","8.99"
"Andalucía","Huelva","2017-2018","Hombres","PAU","Ciencias de la Salud","8.83"
"Andalucía","Huelva","2016-2017","Hombres","PAU","Ciencias de la Salud","9.16"
"Andalucía","Huelva","2015-2016","Hombres","PAU","Ciencias de la Salud","8.93"
"Andalucía","Huelva","2022-2023","Mujeres","PAU","Ciencias de la Salud","11.26"
"Andalucía","Huelva","2021-2022","Mujeres","PAU","Ciencias de la Salud","11.13"
"Andalucía","Huelva","2020-2021","Mujeres","PAU","Ciencias de la Salud","10.56"
"Andalucía","Huelva","2019-2020","Mujeres","PAU","Ciencias de la Salud","9.11"
"Andalucía","Huelva","2018-2019","Mujeres","PAU","Ciencias de la Salud","8.94"
"Andalucía","Huelva","2017-2018","Mujeres","PAU","Ciencias de la Salud","8.8"
"Andalucía","Huelva","2016-2017","Mujeres","PAU","Ciencias de la Salud","8.96"
"Andalucía","Huelva","2015-2016","Mujeres","PAU","Ciencias de la Salud","8.82"
"Andalucía","Huelva","2022-2023","Hombres","PAU","Ciencias","8.91"
"Andalucía","Huelva","2021-2022","Hombres","PAU","Ciencias","8.8"
"Andalucía","Huelva","2020-2021","Hombres","PAU","Ciencias","7.89"
"Andalucía","Huelva","2019-2020","Hombres","PAU","Ciencias","7.97"
"Andalucía","Huelva","2018-2019","Hombres","PAU","Ciencias","8.59"
"Andalucía","Huelva","2017-2018","Hombres","PAU","Ciencias","7.56"
"Andalucía","Huelva","2016-2017","Hombres","PAU","Ciencias","7.58"
"Andalucía","Huelva","2015-2016","Hombres","PAU","Ciencias","7.72"
"Andalucía","Huelva","2022-2023","Mujeres","PAU","Ciencias","8.67"
"Andalucía","Huelva","2021-2022","Mujeres","PAU","Ciencias","10.2"
"Andalucía","Huelva","2020-2021","Mujeres","PAU","Ciencias","8.73"
"Andalucía","Huelva","2019-2020","Mujeres","PAU","Ciencias","8.09"
"Andalucía","Huelva","2018-2019","Mujeres","PAU","Ciencias","8.23"
"Andalucía","Huelva","2017-2018","Mujeres","PAU","Ciencias","7.31"
"Andalucía","Huelva","2016-2017","Mujeres","PAU","Ciencias","7.39"
"Andalucía","Huelva","2015-2016","Mujeres","PAU","Ciencias","7.47"
"Andalucía","Huelva","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","8.88"
"Andalucía","Huelva","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","8.83"
"Andalucía","Huelva","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","8.32"
"Andalucía","Huelva","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","8.16"
"Andalucía","Huelva","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","7.94"
"Andalucía","Huelva","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","7.98"
"Andalucía","Huelva","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","7.83"
"Andalucía","Huelva","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","7.4"
"Andalucía","Huelva","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","8.58"
"Andalucía","Huelva","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","8.3"
"Andalucía","Huelva","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","8.13"
"Andalucía","Huelva","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","7.8"
"Andalucía","Huelva","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","7.77"
"Andalucía","Huelva","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","7.86"
"Andalucía","Huelva","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","7.51"
"Andalucía","Huelva","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","7.41"
"Andalucía","Huelva","2022-2023","Hombres","FP","Ingeniería y Arquitectura","7.42"
"Andalucía","Huelva","2021-2022","Hombres","FP","Ingeniería y Arquitectura","7.37"
"Andalucía","Huelva","2020-2021","Hombres","FP","Ingeniería y Arquitectura","6.98"
"Andalucía","Huelva","2019-2020","Hombres","FP","Ingeniería y Arquitectura","6.73"
"Andalucía","Huelva","2018-2019","Hombres","FP","Ingeniería y Arquitectura","6.9"
"Andalucía","Huelva","2017-2018","Hombres","FP","Ingeniería y Arquitectura","6.95"
"Andalucía","Huelva","2016-2017","Hombres","FP","Ingeniería y Arquitectura","6.78"
"Andalucía","Huelva","2015-2016","Hombres","FP","Ingeniería y Arquitectura","6.8"
"Andalucía","Huelva","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2015-2016","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Huelva","2022-2023","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2018-2019","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2016-2017","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2017-2018","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Huelva","2022-2023","Hombres","FP","Ciencias de la Salud",NA
"Andalucía","Huelva","2021-2022","Hombres","FP","Ciencias de la Salud",NA
